StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,N/A_Browser,N/A_Version,N/A_Operating System,N/A_Resolution,Q1,Q2,Q3,Q91,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q76,Q12,Q13,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q19,NetID,FirstName,LastName,PrimaryAffiliation,FullEmailAddress,NetIDEmail
2024-07-09 11:32:40,2024-07-09 11:32:40,Survey Test,,100,0,True,2024-07-09 11:32:40,R_0UofAkGY835jNX0,,,,,,,test,,suspendisse,convallis,consequat,dignissim,"Imperdiet ",Magnis,Sophomore,Trinity,"Computer Science,Linguistics and Computer Science,Theater Studies","Economics,Energy Engineering","East Asian Studies,Policy Journalism and Media Studies","Denver CO,Miami/Central Florida/Tampa Bay,Richmond VA","Nursing,Telecommunications,Private Equity","MA (Master of Arts),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MPH (Master of Public Health)",Volunteering,"Academic success and study skills,Personal growth and self-improvement","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Other",Student Athlete,No,Yes,No,4,3,8,1,7,10,7,4,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:40,2024-07-09 11:32:40,Survey Test,,100,0,True,2024-07-09 11:32:40,R_01XwaLOQ2zDoOV0,,,,,,,test,,curabitur,tincidunt,dignissim,curabitur,Facilisi e,Mauris,Senior,Trinity,"Art History and Visual Arts,Evolutionary Anthropology,Linguistics","Classical Civilization,Global Health,Music","Aerospace Engineering,Decision Sciences","Boston MA,Nashville TN,Denver CO","Research and Development,Academia/Higher Ed","None / Not listed,MD (Doctor of Medicine),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),Psy.D (Doctor of Psychology),MeD (Master of Education),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)",Time with Friends,"Skill development in a specific field,Personal growth and self-improvement,Emotional support","Asian or Pacific islander,Hispanic or Latinx,Native American or American Indian,White,Other,Prefer not to answer","Student Athlete,Selective Living Groups (SLG)",No,No preference,No,2,5,10,8,6,9,1,10,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:41,2024-07-09 11:32:41,Survey Test,,100,0,True,2024-07-09 11:32:41,R_0whJBA93aZbkuuW,,,,,,,test,,porttitor,malesuada,curabitur,consectetuer,Natoque fu,Venena,Senior,Trinity,"Cultural Anthropology,Physics,Religious Studies","Evolutionary Anthropology,Latin,Psychology","Information Science and Information Studies,Latin American Studies,Sustainability Engagement","Raliegh/Durham/Chapel Hill,New York City/Tri-State area,Baltimore MD","Consulting and professional services,Energy and Utilities,Construction","MD (Doctor of Medicine),PhD (Doctor of Philosophy),MA (Master of Arts),MeD (Master of Education),MEM (Master of Environmental Management),MEng (Master of Engineering)",Fishing/Hunting,"Skill development in a specific field,Personal growth and self-improvement","Asian or Pacific islander,Middle Eastern,White","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Yes,Yes,No,6,9,1,7,2,7,8,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:41,2024-07-09 11:32:41,Survey Test,,100,0,True,2024-07-09 11:32:41,R_bgt4AXGqVrSyaNM,,,,,,,test,,vestibulum,ullamcorper,consectetuer,consequat,Sagittis e,Lectus,Senior,Pratt,"Gender Sexuality and Feminist Studies,German,Italian and European Studies","Medieval and Renaissance Studies,Religious Studies,Visual Arts","Child Policy Research,Global Development Engineering,Latin American Studies","Atlanta GA,Chicago IL,Houston/Dallas/Austin","Medical,Agricultural and Food Science","MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering)","Family Time,Visual Arts/Crafts",Career exploration and decision-making,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,White","Student Athlete,Selective Living Groups (SLG)",Yes,No preference,No,1,9,1,2,9,4,8,5,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:41,2024-07-09 11:32:41,Survey Test,,100,0,True,2024-07-09 11:32:41,R_eb7sZREzCMGfQyO,,,,,,,test,,consequat,scelerisque,convallis,suspendisse,Placerat v,Rutrum,Sophomore,Pratt,"Chemistry,Slavic and Eurasian Studies","Asian and Middle Eastern Studies,Visual and Media Studies","Global Development Engineering,Robotics and Automation","Philadelphia and Mid/Southern New Jersey,Miami/Central Florida/Tampa Bay,UK","STEM,Accounting","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Gaming,Outdoor Activities/Hiking/Camping","Skill development in a specific field,Emotional support","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,White","Greek Life (IFC/Panhel),Dance Team,Selective Living Groups (SLG)",Prefer not to answer,No preference,No,4,8,4,6,6,2,4,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:42,2024-07-09 11:32:42,Survey Test,,100,0,True,2024-07-09 11:32:42,R_cI40qmyXC0TYIOa,,,,,,,test,,elementum,convallis,accusamus,vestibulum,Montes mol,Magnis,Senior,Pratt,Global Cultural Studies,Physics,Islamic Studies,"I don't know/Skip this question,EU",Medical,"None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MS (Master of Science),Psy.D (Doctor of Psychology),MeD (Master of Education),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Volunteering,Movies/TV","Career exploration and decision-making,Skill development in a specific field,Personal growth and self-improvement","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Student Athlete",Yes,No preference,Yes,9,9,0,2,5,3,4,8,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:42,2024-07-09 11:32:42,Survey Test,,100,0,True,2024-07-09 11:32:42,R_09tDMOyVb8pIlng,,,,,,,test,,porttitor,imperdiet,suspendisse,pellentesque,Purus scel,Facili,Junior,Pratt,"Computational Media,Physics,Slavic and Eurasian Studies","Mathematics,Musical Theater","Decision Sciences,Digital Intelligence","Raliegh/Durham/Chapel Hill,Atlanta GA","Energy and Utilities,Accounting","MD (Doctor of Medicine),PhD (Doctor of Philosophy),MS (Master of Science),Psy.D (Doctor of Psychology),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Athletics/Playing Sports",Networking and professional connections,"Black or African-American,Middle Eastern",NPHC (African American Greek letter organizations),No,Yes,No,1,9,3,6,3,5,1,6,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:42,2024-07-09 11:32:42,Survey Test,,100,0,True,2024-07-09 11:32:42,R_5jBwGPKsk7afkQS,,,,,,,test,,temporibus,tincidunt,dignissim,dignissim,Vehicula i,Tempor,Sophomore,Pratt,"Biophysics,Computer Science,Public Policy Studies","Dance,English,Italian Studies","Ethics and Society,Latinx Studies in the Global South,Robotics and Automation",Charlotte NC,Artificial Intelligence / Machine Learning / Data Science,"MD (Doctor of Medicine),MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MA (Master of Arts),MeD (Master of Education),MSN (Master of Science in Nursing),MPA (Master of Public Administration),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Fashion,Movies/TV",Emotional support,"Asian or Pacific islander,Hispanic or Latinx,Native American or American Indian,White,Prefer not to answer","NPHC (African American Greek letter organizations),Selective Living Groups (SLG)",No,No preference,Yes,5,9,7,0,1,0,1,0,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:42,2024-07-09 11:32:43,Survey Test,,100,1,True,2024-07-09 11:32:43,R_6y7L7oJtARZ3gHA,,,,,,,test,,ultricies,venenatis,suspendisse,convallis,Mi nulla c,Vel fe,Sophomore,Pratt,"Neuroscience,Spanish Latin American and Latinx Studies,Visual Arts","None,Latin,Musical Theater","None,Science and the Public","Houston/Dallas/Austin,UK","Retail and e-commerce,Energy and Utilities","MEM (Master of Engineering Management),MSW (Master of Social Work)","Cooking/Baking,Movies/TV,Performing Arts","Networking and professional connections,Work-life balance and time management","Asian or Pacific islander,Black or African-American,Native American or American Indian,White,Other,Prefer not to answer",Dance Team,Yes,Yes,Yes,7,2,7,2,3,8,5,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:43,2024-07-09 11:32:43,Survey Test,,100,0,True,2024-07-09 11:32:43,R_aVvnYBNPNENt9dQ,,,,,,,test,,sollicitudin,elementum,ultricies,facilisis,"Vulputate ",Facili,Sophomore,Trinity,Medieval and Renaissance Studies,"Computational Biology and Bioinformatics,Cultural Anthropology,Marine Science and Conservation","Energy and the Environment,Materials Science and Engineering","I don't know/Skip this question,Philadelphia and Mid/Southern New Jersey,Miami/Central Florida/Tampa Bay","Technology / Software / IT,Fashion and Apparel","None / Not listed,JD (Juris Doctorate/Law),MA (Master of Arts),MS (Master of Science),MeD (Master of Education),MSN (Master of Science in Nursing),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MM (Master in Management)",Cooking/Baking,Academic success and study skills,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Other,Prefer not to answer","NPHC (African American Greek letter organizations),Greek Life (IFC/Panhel),Selective Living Groups (SLG)",Prefer not to answer,Yes,Yes,8,4,7,3,9,4,2,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:43,2024-07-09 11:32:43,Survey Test,,100,0,True,2024-07-09 11:32:43,R_1IllKrr1vDHm3Ns,,,,,,,test,,venenatis,ultricies,venenatis,consequat,Gravida at,"Culpa ",Sophomore,Pratt,"Chemistry,Music",Theater Studies,Robotics and Automation,"Nashville TN,China","Technology / Software / IT,Research and Development,Dentistry","None / Not listed,MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MS (Master of Science),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MPA (Master of Public Administration),MPH (Master of Public Health),MM (Master in Management)",Watching Sports,"Skill development in a specific field,Academic success and study skills",Other,"NPHC (African American Greek letter organizations),Dance Team",Prefer not to answer,No,No,4,3,3,1,9,5,1,1,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:43,2024-07-09 11:32:44,Survey Test,,100,1,True,2024-07-09 11:32:44,R_0GNY66VMcPJEx70,,,,,,,test,,ullamcorper,consequat,ridiculus,accusamus,Purus rhon,Ut cul,Senior,Trinity,Biology,"Italian Studies,Sexuality Studies",Health Policy,"Raliegh/Durham/Chapel Hill,Washington DC,UK","Fashion and Apparel,Venture Capital,Private Equity","MD (Doctor of Medicine),MBA (Masters of Business Administration),PhD (Doctor of Philosophy),MA (Master of Arts),MHA (Master of Healthcare Administration),DVM (Doctor of Veterinary Medicine)","Gardening,Visual Arts/Crafts,Fishing/Hunting","Networking and professional connections,Academic success and study skills","Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Other,Prefer not to answer","Greek Life (IFC/Panhel),Dance Team",No,No preference,Yes,6,3,1,6,8,4,9,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:44,2024-07-09 11:32:44,Survey Test,,100,0,True,2024-07-09 11:32:44,R_bxUDV3OpYh5MkAK,,,,,,,test,,ridiculus,sollicitudin,facilisis,malesuada,Neque! Int,Eleife,Sophomore,Pratt,Art History and Visual Arts,"Cinematic Arts,Theater Studies",Ethics and Society,Pacific Northwest/Seattle,"Medical,Retail and e-commerce","None / Not listed,JD (Juris Doctorate/Law),MA (Master of Arts),MS (Master of Science),MSN (Master of Science in Nursing),MPP (Masters of Public Policy),MHA (Master of Healthcare Administration),MM (Master in Management),DVM (Doctor of Veterinary Medicine)","Fashion,Reading,Performing Arts","Skill development in a specific field,Academic success and study skills,Work-life balance and time management","Asian or Pacific islander,Black or African-American,Middle Eastern,Native American or American Indian,White,Prefer not to answer","Multicultural Greek Council (MGC),Student Athlete",Prefer not to answer,Yes,Yes,8,3,9,2,2,4,9,2,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:44,2024-07-09 11:32:44,Survey Test,,100,0,True,2024-07-09 11:32:44,R_a4SCkgNKP3nNqjs,,,,,,,test,,venenatis,phasellus,malesuada,pellentesque,"Fermentum ",Platea,Junior,Trinity,"Art History,Environmental Engineering","Medical Sociology,Visual Arts","Aerospace Engineering,Information Science and Information Studies",Baltimore MD,Marketing / Advertising,"PhD (Doctor of Philosophy),MFA (Master of Fine Arts),MEng (Master of Engineering)",Cooking/Baking,Academic success and study skills,"Asian or Pacific islander,Black or African-American,Hispanic or Latinx,Middle Eastern,Native American or American Indian,White,Prefer not to answer",Selective Living Groups (SLG),Prefer not to answer,Yes,Yes,1,5,2,2,9,7,4,4,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:44,2024-07-09 11:32:45,Survey Test,,100,1,True,2024-07-09 11:32:45,R_1BrTdtZui0jfrAa,,,,,,,test,,consequat,fermentum,tincidunt,venenatis,Et nulla t,Alique,Senior,Pratt,"Art History,Biophysics,Classical Languages",Classical Civilization,"Architectural Engineering,Documentary Studies",Chicago IL,Private Equity,Psy.D (Doctor of Psychology),Reading,"Networking and professional connections,Personal growth and self-improvement,Emotional support","Asian or Pacific islander,Prefer not to answer",Multicultural Greek Council (MGC),Prefer not to answer,Yes,No,2,8,3,2,5,3,3,3,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:45,2024-07-09 11:32:45,Survey Test,,100,0,True,2024-07-09 11:32:45,R_diLw2ik52ajVJmS,,,,,,,test,,suspendisse,ullamcorper,ridiculus,vestibulum,Dui porta.,Conseq,Senior,Trinity,Gender Sexuality and Feminist Studies,"Classical Archaeology,English,Polish Culture and Language","Policy Journalism and Media Studies,Sustainability Engagement","Washington DC,Northern California",Product / Product Management / UX Design,"MD (Doctor of Medicine),MPH (Master of Public Health)",Fashion,Networking and professional connections,"Asian or Pacific islander,Hispanic or Latinx,Native American or American Indian,Other,Prefer not to answer","Greek Life (IFC/Panhel),Student Athlete",No,No preference,Yes,3,2,0,5,4,2,3,7,testemail@qemailserver.com,,,,,,
2024-07-09 11:32:45,2024-07-09 11:32:45,Survey Test,,100,0,True,2024-07-09 11:32:45,R_bqLYo6PVMbuWqbA,,,,,,,test,,scelerisque,imperdiet,fermentum,curabitur,Sagittis a,Interd,Senior,Trinity,Marine Science and Conservation,"Physics,Russian Culture and Language","Decision Sciences,Documentary Studies,Policy Journalism and Media Studies","New York City/Tri-State area,Miami/Central Florida/Tampa Bay","Law / Legal Services,Hospitality and Tourism,Retail and e-commerce","None / Not listed,MBA (Masters of Business Administration),JD (Juris Doctorate/Law),PhD (Doctor of Philosophy),MA (Master of Arts),MEM (Master of Engineering Management),MSN (Master of Science in Nursing),MEM (Master of Environmental Management),MPP (Masters of Public Policy),MSW (Master of Social Work),MHA (Master of Healthcare Administration),MM (Master in Management),MEng (Master of Engineering),DVM (Doctor of Veterinary Medicine)","Family Time,Outdoor Activities/Hiking/Camping","Academic success and study skills,Work-life balance and time management","Asian or Pacific islander,Hispanic or Latinx,Middle Eastern,White,Prefer not to answer","Student Athlete,Dance Team,Selective Living Groups (SLG)",Prefer not to answer,No preference,No,2,6,8,6,8,3,0,3,testemail@qemailserver.com,,,,,,
